EmployeeID,Position,ExperienceYears,Degree,Field,Certification,ResearchPublications,University,Location,Salary
381,Associate Professor,29,PhD,Business,Advanced Certified,81,University A,Rural,112700
382,Research Scientist,9,Master's,Business,Advanced Certified,93,University A,Urban,113230
383,Assistant Professor,36,Bachelor's,Medicine,None,76,University C,Rural,81200
384,Lecturer,10,Bachelor's,Engineering,None,79,University C,Urban,84240
385,Research Scientist,19,Bachelor's,Medicine,None,1,University C,Urban,80210
386,Assistant Professor,31,Bachelor's,Science,None,19,University A,Suburban,74030
387,Associate Professor,17,Master's,Business,Advanced Certified,75,University C,Urban,124150
388,Associate Professor,9,PhD,Science,Certified,92,University C,Rural,100900
389,Assistant Professor,33,Master's,Medicine,Certified,71,University D,Urban,112710
390,Associate Professor,34,PhD,Medicine,Certified,37,University B,Rural,102400
391,Assistant Professor,24,PhD,Arts,Certified,55,University B,Rural,89000
392,Research Scientist,9,Master's,Science,None,83,University C,Rural,78100
393,Research Scientist,7,Master's,Arts,Certified,98,University A,Suburban,91410
394,Assistant Professor,16,Bachelor's,Science,Certified,38,University D,Rural,66600
395,Research Scientist,19,PhD,Arts,Advanced Certified,30,University D,Suburban,98450
396,Research Scientist,39,Bachelor's,Arts,Advanced Certified,79,University B,Urban,122590
397,Research Scientist,6,Bachelor's,Science,Certified,22,University D,Urban,81120
398,Professor,11,Master's,Medicine,None,33,University D,Suburban,106810
399,Lecturer,12,Bachelor's,Engineering,Certified,95,University D,Urban,93600
400,Associate Professor,13,Bachelor's,Medicine,None,16,University C,Urban,90610
401,Professor,12,Bachelor's,Engineering,Advanced Certified,23,University B,Urban,126880
402,Research Scientist,21,Master's,Science,None,34,University B,Urban,96590
403,Assistant Professor,10,Bachelor's,Business,Certified,22,University A,Rural,60400
404,Research Scientist,20,Bachelor's,Medicine,Advanced Certified,7,University C,Urban,91520
405,Lecturer,36,Master's,Arts,Certified,53,University D,Rural,80600
406,Research Scientist,28,Master's,Medicine,Certified,86,University C,Urban,118560
407,Assistant Professor,24,Master's,Science,None,20,University D,Suburban,75900
408,Lecturer,5,PhD,Business,Certified,18,University D,Suburban,74910
409,Research Scientist,37,Master's,Business,Certified,30,University A,Rural,84500
410,Lecturer,12,PhD,Medicine,Advanced Certified,49,University A,Suburban,89980
411,Associate Professor,35,Master's,Medicine,None,70,University A,Rural,96500
412,Associate Professor,40,Master's,Medicine,None,23,University D,Urban,116480
413,Research Scientist,2,Master's,Science,Advanced Certified,45,University D,Suburban,81400
414,Lecturer,39,PhD,Engineering,Advanced Certified,7,University C,Rural,86900
415,Assistant Professor,9,Bachelor's,Engineering,None,76,University B,Rural,67700
416,Research Scientist,22,Master's,Arts,Advanced Certified,2,University D,Urban,98020
417,Associate Professor,5,PhD,Science,None,33,University C,Urban,109330
418,Associate Professor,12,Master's,Business,Advanced Certified,76,University C,Suburban,102520
419,Research Scientist,1,Bachelor's,Arts,None,56,University D,Rural,63700
420,Lecturer,22,PhD,Business,None,57,University D,Urban,105820
421,Associate Professor,38,Master's,Business,Advanced Certified,95,University A,Suburban,121000
422,Lecturer,19,Master's,Medicine,Certified,34,University A,Rural,68300
423,Associate Professor,16,Master's,Business,Certified,20,University A,Urban,104000
424,Associate Professor,31,Bachelor's,Business,Advanced Certified,64,University C,Suburban,104830
425,Professor,3,PhD,Science,None,65,University A,Suburban,120450
426,Associate Professor,23,Master's,Medicine,Advanced Certified,56,University D,Urban,123110
427,Assistant Professor,18,Master's,Medicine,Certified,41,University A,Urban,95160
428,Research Scientist,26,PhD,Arts,None,42,University D,Rural,88400
429,Research Scientist,13,Bachelor's,Medicine,None,25,University D,Rural,63500
430,Lecturer,18,Bachelor's,Engineering,None,66,University B,Urban,86060
431,Associate Professor,3,Bachelor's,Science,Certified,87,University B,Suburban,90090
432,Assistant Professor,23,Bachelor's,Arts,Certified,25,University A,Urban,87750
433,Lecturer,3,Bachelor's,Engineering,None,7,University D,Rural,46900
434,Professor,25,Master's,Business,None,46,University B,Rural,106700
435,Lecturer,27,Master's,Engineering,Certified,36,University C,Urban,94510
436,Lecturer,27,Master's,Arts,Certified,71,University B,Rural,79700
437,Associate Professor,39,PhD,Medicine,None,81,University A,Suburban,121770
438,Professor,25,Bachelor's,Science,Advanced Certified,17,University C,Rural,102900
439,Lecturer,24,PhD,Arts,Advanced Certified,75,University C,Suburban,102300
440,Assistant Professor,8,Bachelor's,Engineering,Advanced Certified,35,University D,Rural,66000
441,Assistant Professor,9,Bachelor's,Engineering,Certified,1,University D,Suburban,61270
442,Research Scientist,37,PhD,Arts,Advanced Certified,83,University D,Urban,141830
443,Professor,30,Master's,Arts,Advanced Certified,2,University D,Suburban,118140
444,Professor,19,PhD,Arts,Certified,33,University B,Urban,148330
445,Research Scientist,16,Master's,Medicine,Advanced Certified,45,University A,Rural,81000
446,Lecturer,24,Bachelor's,Arts,None,61,University A,Suburban,75020
447,Professor,21,Master's,Business,Certified,69,University D,Suburban,123530
448,Assistant Professor,36,Bachelor's,Science,None,56,University B,Rural,77200
449,Assistant Professor,40,Bachelor's,Science,Advanced Certified,9,University B,Rural,76800
450,Associate Professor,39,Master's,Business,None,87,University B,Suburban,112090
451,Professor,6,Bachelor's,Engineering,Certified,17,University A,Urban,116220
452,Lecturer,5,Master's,Engineering,Advanced Certified,32,University D,Rural,64900
453,Research Scientist,14,PhD,Engineering,Certified,6,University B,Suburban,86020
454,Research Scientist,4,Bachelor's,Engineering,Advanced Certified,44,University B,Rural,69800
455,Lecturer,8,Bachelor's,Medicine,Certified,28,University D,Rural,56600
456,Associate Professor,24,PhD,Business,Certified,82,University B,Urban,138320
457,Research Scientist,11,Bachelor's,Science,None,37,University A,Urban,84370
458,Professor,17,PhD,Business,Certified,38,University C,Urban,148330
459,Associate Professor,21,PhD,Science,Certified,24,University A,Suburban,102630
460,Professor,26,Bachelor's,Engineering,None,16,University D,Rural,96200
461,Assistant Professor,27,PhD,Medicine,Advanced Certified,60,University D,Urban,124150
462,Associate Professor,16,PhD,Arts,Advanced Certified,50,University A,Suburban,110000
463,Research Scientist,26,PhD,Arts,Certified,36,University C,Urban,117260
464,Associate Professor,33,Bachelor's,Engineering,None,66,University D,Urban,116610
465,Associate Professor,31,PhD,Engineering,Advanced Certified,23,University D,Rural,102100
466,Associate Professor,6,Master's,Business,None,81,University A,Suburban,92620
467,Associate Professor,8,Master's,Medicine,Certified,48,University C,Rural,81600
468,Professor,7,PhD,Medicine,None,89,University C,Urban,151190
469,Assistant Professor,34,Master's,Business,Certified,20,University C,Rural,77000
470,Lecturer,14,Bachelor's,Medicine,Advanced Certified,74,University D,Suburban,80080
471,Associate Professor,16,PhD,Medicine,Advanced Certified,56,University C,Urban,131560
472,Research Scientist,9,Bachelor's,Arts,Advanced Certified,40,University A,Urban,92950
473,Associate Professor,10,Master's,Medicine,Advanced Certified,16,University D,Urban,104260
474,Research Scientist,17,Master's,Engineering,None,20,University C,Urban,90350
475,Professor,12,Master's,Arts,None,67,University B,Suburban,114840
476,Research Scientist,6,Master's,Engineering,None,95,University C,Rural,79000
477,Lecturer,19,Bachelor's,Engineering,Certified,81,University C,Suburban,79970
478,Assistant Professor,29,PhD,Business,Advanced Certified,63,University D,Urban,126230
479,Research Scientist,6,Bachelor's,Medicine,Advanced Certified,43,University A,Suburban,77660
480,Research Scientist,25,PhD,Medicine,Advanced Certified,27,University B,Urban,119470
481,Assistant Professor,24,Master's,Medicine,None,35,University D,Urban,93600
482,Lecturer,25,Master's,Medicine,None,36,University C,Rural,68700
483,Associate Professor,16,Master's,Arts,Advanced Certified,43,University D,Urban,115180
484,Research Scientist,16,Master's,Science,Certified,49,University D,Suburban,85580
485,Assistant Professor,6,Bachelor's,Engineering,None,89,University B,Suburban,75680
486,Professor,37,PhD,Science,Advanced Certified,54,University C,Rural,131300
487,Assistant Professor,21,PhD,Science,Advanced Certified,87,University D,Rural,97900
488,Professor,4,Master's,Science,Advanced Certified,9,University A,Urban,124540
489,Lecturer,34,Bachelor's,Arts,Certified,37,University B,Urban,92820
490,Associate Professor,28,Master's,Science,Advanced Certified,48,University D,Urban,124280
491,Assistant Professor,38,PhD,Arts,None,71,University B,Urban,125060
492,Research Scientist,28,PhD,Business,Certified,1,University D,Suburban,92620
493,Lecturer,17,Bachelor's,Business,Certified,43,University D,Urban,83330
494,Assistant Professor,14,PhD,Business,Advanced Certified,34,University D,Rural,83800
495,Research Scientist,7,Bachelor's,Arts,None,20,University A,Suburban,65450
496,Assistant Professor,22,Master's,Arts,None,56,University A,Suburban,82720
497,Professor,1,Master's,Engineering,Advanced Certified,90,University A,Urban,143650
498,Assistant Professor,29,Bachelor's,Science,Advanced Certified,22,University D,Urban,96070
499,Assistant Professor,31,Master's,Medicine,None,31,University A,Suburban,82170
500,Assistant Professor,30,Bachelor's,Medicine,Certified,89,University B,Rural,83800
501,Lecturer,15,Master's,Science,Certified,70,University A,Urban,95550
502,Assistant Professor,18,Master's,Medicine,Advanced Certified,32,University B,Suburban,82940
503,Research Scientist,35,PhD,Medicine,Advanced Certified,16,University C,Suburban,104170
504,Professor,30,PhD,Medicine,None,71,University C,Urban,161460
505,Professor,34,Bachelor's,Arts,None,41,University A,Rural,105200
506,Assistant Professor,11,Master's,Arts,None,16,University A,Suburban,67870
507,Lecturer,27,Master's,Arts,None,47,University B,Suburban,79090
508,Lecturer,24,Master's,Science,Advanced Certified,47,University D,Suburban,85140
509,Research Scientist,35,PhD,Business,Advanced Certified,81,University B,Urban,140010
510,Assistant Professor,39,Bachelor's,Medicine,None,99,University C,Suburban,96030
511,Professor,8,Bachelor's,Engineering,Advanced Certified,56,University D,Suburban,112420
512,Lecturer,18,Bachelor's,Arts,Advanced Certified,60,University B,Urban,93600
513,Assistant Professor,13,Master's,Engineering,None,43,University A,Rural,68100
514,Lecturer,24,Bachelor's,Medicine,Certified,22,University C,Suburban,69740
515,Lecturer,23,PhD,Business,Certified,75,University C,Urban,115050
516,Professor,12,PhD,Engineering,None,86,University A,Rural,118200
517,Associate Professor,30,Bachelor's,Medicine,Certified,52,University B,Urban,114920
518,Research Scientist,31,Master's,Medicine,Advanced Certified,32,University A,Rural,85900
519,Research Scientist,28,PhD,Arts,Certified,55,University B,Urban,123500
520,Professor,22,PhD,Business,None,27,University C,Rural,111400
521,Lecturer,28,Master's,Medicine,None,22,University A,Rural,67400
522,Assistant Professor,13,Master's,Business,Certified,62,University C,Urban,97370
523,Lecturer,25,Bachelor's,Arts,Certified,6,University C,Suburban,66770
524,Professor,7,PhD,Engineering,Advanced Certified,1,University D,Rural,105700
525,Research Scientist,6,PhD,Science,Certified,64,University A,Urban,111540
526,Lecturer,24,Bachelor's,Science,Certified,3,University C,Suburban,65560
527,Research Scientist,19,Bachelor's,Science,Certified,7,University B,Suburban,72490
528,Assistant Professor,19,PhD,Business,Advanced Certified,48,University A,Urban,115830
529,Research Scientist,36,PhD,Science,Certified,28,University B,Urban,121680
530,Research Scientist,9,Master's,Engineering,Advanced Certified,81,University B,Rural,84700
531,Associate Professor,36,Master's,Medicine,Advanced Certified,54,University B,Urban,131040
532,Associate Professor,38,PhD,Business,None,36,University A,Suburban,111320
533,Associate Professor,40,PhD,Engineering,None,94,University B,Urban,147940
534,Research Scientist,29,Master's,Business,Advanced Certified,5,University A,Suburban,87450
535,Professor,24,Bachelor's,Business,Advanced Certified,23,University D,Suburban,113960
536,Research Scientist,5,Bachelor's,Business,Advanced Certified,78,University B,Urban,100230
537,Professor,26,PhD,Arts,None,39,University A,Suburban,127380
538,Professor,14,PhD,Medicine,Advanced Certified,11,University B,Suburban,122320
539,Associate Professor,39,Master's,Science,None,63,University C,Rural,97100
540,Lecturer,29,PhD,Arts,None,45,University B,Suburban,90750
541,Assistant Professor,6,Bachelor's,Medicine,Advanced Certified,13,University C,Rural,60600
542,Associate Professor,7,Master's,Science,Advanced Certified,26,University C,Rural,80700
543,Associate Professor,37,Master's,Arts,Advanced Certified,36,University B,Rural,97700
544,Lecturer,18,Bachelor's,Arts,None,76,University B,Rural,68200
545,Assistant Professor,23,Bachelor's,Engineering,Certified,61,University C,Suburban,82170
546,Research Scientist,38,Master's,Arts,Advanced Certified,66,University D,Suburban,105820
547,Research Scientist,1,PhD,Business,Certified,79,University A,Urban,112190
548,Associate Professor,4,Bachelor's,Arts,Certified,75,University B,Rural,80000
549,Assistant Professor,35,Master's,Business,Certified,13,University C,Suburban,83710
550,Associate Professor,23,PhD,Medicine,Certified,97,University A,Rural,108900
551,Professor,27,PhD,Medicine,Certified,94,University B,Rural,130300
552,Associate Professor,26,Master's,Business,None,38,University A,Urban,111280
553,Associate Professor,8,Bachelor's,Engineering,None,4,University C,Rural,64800
554,Research Scientist,16,PhD,Engineering,None,75,University B,Suburban,99000
555,Research Scientist,3,Bachelor's,Medicine,Certified,25,University D,Suburban,67650
556,Research Scientist,32,Master's,Arts,None,80,University A,Suburban,97900
557,Professor,5,Bachelor's,Medicine,Advanced Certified,52,University B,Suburban,109890
